BusID,Type,V_init,Angle_init,G_shunt_pu,B_shunt_pu,V_final_pu,Angle_final_deg,Pg_final_MW,Pd_final_MW,Qg_final_MVAR,Qd_final_MVAR,Frequency_Hz,time_step,datetime
18,3,1.0,0,0,0.0,1.0525951786939598,-4.225433341758228,0.0,2.18394594912,1.0599704047820069e-07,0.61423479819,50.0,2,1900-01-01 00:30:00
19,3,1.0,0,0,0.0,1.0512342261422616,-4.36846802545114,0.0,6.48358953645,1.7327547130463472e-07,2.32044257094,50.0,2,1900-01-01 00:30:00
20,3,1.0,0,0,0.0,1.0541120983899412,-4.256465636348241,0.0,1.50146284002,1.2575366314937497e-07,0.47773817636999993,50.0,2,1900-01-01 00:30:00
21,3,1.0,0,0,0.0,1.056562495589627,-4.092735819409152,0.0,11.94345440925,3.2405930650014625e-07,7.643810821919999,50.0,2,1900-01-01 00:30:00
22,3,1.0,0,0,0.0,1.056911089490557,-4.095124246277667,0.0,0.0,6.983843111425165e-08,0.0,50.0,2,1900-01-01 00:30:00
23,3,1.0,0,0,0.0,1.0518546170589564,-4.176418719296395,0.0,2.18394594912,7.922247879932343e-08,1.09197297456,50.0,2,1900-01-01 00:30:00
24,3,1.0,0,0,0.043,1.0487428761540671,-4.489379858179727,0.0,5.93760304917,2.6657975915611587e-07,4.57263683097,50.0,2,1900-01-01 00:30:00
25,3,1.0,0,0,0.0,1.040712529330255,-4.58585409028088,0.0,0.0,2.312519724174549e-08,0.0,50.0,2,1900-01-01 00:30:00
26,3,1.0,0,0,0.0,1.0289984213967176,-4.857846644456537,0.0,2.38869088185,2.5360477495794953e-08,1.56971115093,50.0,2,1900-01-01 00:30:00
27,3,1.0,0,0,0.0,1.0415086661293806,-4.483151321681034,0.0,0.0,-4.963722689089732e-09,0.0,50.0,2,1900-01-01 00:30:00
28,3,1.0,0,0,0.0,1.0164690345497387,-2.4307886140388244,0.0,0.0,5.2735741104572686e-08,0.0,50.0,2,1900-01-01 00:30:00
29,3,1.0,0,0,0.0,1.0284475097988612,-5.28789084260306,0.0,1.63795946184,5.996329954793822e-08,0.61423479819,50.0,2,1900-01-01 00:30:00
30,3,1.0,0,0,0.0,1.0208826964644235,-5.859225676722282,0.0,7.2343209564599995,1.3522137543020563e-07,1.29671790729,50.0,2,1900-01-01 00:30:00
1,1,1.06,0,0,0.0,1.06,0.0,49.9997476832582,0.0,28.019176148089258,0.0,50.0,3,1900-01-01 00:45:00
2,2,1.043,0,0,0.0,1.043,-0.714084915374572,45.027372171133216,14.74638478859,4.240862355501568,8.63037266429,50.0,3,1900-01-01 00:45:00
3,3,1.0,0,0,0.0,1.0324501348293842,-1.5362403809160583,0.0,1.63093656648,3.4750679667183704e-08,0.81546828324,50.0,3,1900-01-01 00:45:00
4,3,1.0,0,0,0.0,1.0252050347814394,-1.8369574366204098,0.0,5.16463246052,2.042855129502641e-08,1.0872910443200001,50.0,3,1900-01-01 00:45:00
5,2,1.01,0,0,0.0,1.01,-3.522958543665457,30.018248114088816,64.01426023434,1.816601656304666,12.9115811513,50.0,3,1900-01-01 00:45:00
6,3,1.0,0,0,0.0,1.0198837795498423,-2.2039940487272767,0.0,0.0,9.739517992197291e-08,0.0,50.0,3,1900-01-01 00:45:00
7,3,1.0,0,0,0.0,1.0108885246208064,-3.1116797847533326,0.0,15.49389738156,2.981106916877252e-09,7.40717023943,50.0,3,1900-01-01 00:45:00
8,2,1.01,0,0,0.0,1.01,-2.045950855587834,22.513686085566608,20.386707081,-9.968094426466223,20.386707081,50.0,3,1900-01-01 00:45:00
9,3,1.0,0,0,0.0,1.063277366295871,-2.4025359117363445,0.0,0.0,1.6967328712030464e-06,0.0,50.0,3,1900-01-01 00:45:00
10,3,1.0,0,0,0.19,1.0649674001805605,-3.758558255868402,0.0,3.94143003566,7.380988038541147e-07,1.3591138054,50.0,3,1900-01-01 00:45:00
11,2,1.082,0,0,0.0,1.082,-0.06972925842288627,22.513686085566608,0.0,10.19775749373757,0.0,50.0,3,1900-01-01 00:45:00
12,3,1.0,0,0,0.0,1.0710745195701248,-3.018972712555637,0.0,7.6110373102399995,1.1806544462089619e-06,5.09667677025,50.0,3,1900-01-01 00:45:00
13,2,1.071,0,0,0.0,1.071,-1.444472279502276,22.513686085566608,0.0,0.2523524873869894,0.0,50.0,3,1900-01-01 00:45:00
14,3,1.0,0,0,0.0,1.0615851533398302,-3.652197760172711,0.0,4.21325279674,2.1972691444105408e-07,1.0872910443200001,50.0,3,1900-01-01 00:45:00
15,3,1.0,0,0,0.0,1.0585589776639612,-3.765674191351351,0.0,5.57236660214,5.126453666015607e-07,1.69889225675,50.0,3,1900-01-01 00:45:00
16,3,1.0,0,0,0.0,1.0632353360753708,-3.5106712074653212,0.0,2.37844915945,2.0362836239407045e-07,1.22320242486,50.0,3,1900-01-01 00:45:00
17,3,1.0,0,0,0.0,1.0611549332611379,-3.820931557719358,0.0,6.1160121243,1.198241146305179e-07,3.94143003566,50.0,3,1900-01-01 00:45:00
18,3,1.0,0,0,0.0,1.05276762609436,-4.215409156300178,0.0,2.1745820886400002,1.0545361084357552e-07,0.61160121243,50.0,3,1900-01-01 00:45:00
19,3,1.0,0,0,0.0,1.0514175904573129,-4.357789942601807,0.0,6.45579057565,1.726374696531252e-07,2.31049346918,50.0,3,1900-01-01 00:45:00
20,3,1.0,0,0,0.0,1.0542851619884055,-4.246310099971158,0.0,1.4950251859400001,1.2509041907859952e-07,0.47568983188999997,50.0,3,1900-01-01 00:45:00
21,3,1.0,0,0,0.0,1.0567323121833294,-4.083359658213394,0.0,11.89224579725,3.2244946801540664e-07,7.6110373102399995,50.0,3,1900-01-01 00:45:00
22,3,1.0,0,0,0.0,1.0570794333878994,-4.085747698137128,0.0,0.0,6.93418765123727e-08,0.0,50.0,3,1900-01-01 00:45:00
23,3,1.0,0,0,0.0,1.0520324078803642,-4.166696790965163,0.0,2.1745820886400002,7.880466434961875e-08,1.0872910443200001,50.0,3,1900-01-01 00:45:00
24,3,1.0,0,0,0.043,1.0489481993145238,-4.478321420756675,0.0,5.91214505349,2.662130889063974e-07,4.55303124809,50.0,3,1900-01-01 00:45:00
25,3,1.0,0,0,0.0,1.0409019173337482,-4.5726356236253345,0.0,0.0,2.2922568538938617e-08,0.0,50.0,3,1900-01-01 00:45:00
26,3,1.0,0,0,0.0,1.0292408367469061,-4.843348924811962,0.0,2.37844915945,2.5257419711266493e-08,1.56298087621,50.0,3,1900-01-01 00:45:00
27,3,1.0,0,0,0.0,1.0416612181598535,-4.469406895965232,0.0,0.0,-5.148319782229373e-09,0.0,50.0,3,1900-01-01 00:45:00
28,3,1.0,0,0,0.0,1.0165112426190794,-2.4262943528854577,0.0,0.0,5.249795671341454e-08,0.0,50.0,3,1900-01-01 00:45:00
29,3,1.0,0,0,0.0,1.0286600379518733,-5.270414275766322,0.0,1.63093656648,5.9554016718088576e-08,0.61160121243,50.0,3,1900-01-01 00:45:00
30,3,1.0,0,0,0.0,1.021129865387166,-5.839045689876337,0.0,7.20330316862,1.347017215547197e-07,1.29115811513,50.0,3,1900-01-01 00:45:00
1,1,1.06,0,0,0.0,1.06,0.0,49.99974754058367,0.0,28.010172997108207,0.0,50.0,4,1900-01-01 01:00:00
2,2,1.043,0,0,0.0,1.043,-0.7144654364098922,44.883195855055696,14.711426006129999,4.228485133041465,8.60991291603,50.0,4,1900-01-01 01:00:00
3,3,1.0,0,0,0.0,1.0324649829123274,-1.534878220818719,0.0,1.62707015736,3.467103515397696e-08,0.81353507868,50.0,4,1900-01-01 01:00:00
4,3,1.0,0,0,0.0,1.0252223488068721,-1.8353393234382875,0.0,5.15238883164,2.0483318152741958e-08,1.08471343824,50.0,4,1900-01-01 01:00:00
5,2,1.01,0,0,0.0,1.01,-3.5177315975907018,29.922130570037144,63.86250367638,1.7482612169970544,12.880972079100001,50.0,4,1900-01-01 01:00:00
6,3,1.0,0,0,0.0,1.0198998749189956,-2.2019677585940554,0.0,0.0,9.712539478598668e-08,0.0,50.0,4,1900-01-01 01:00:00
7,3,1.0,0,0,0.0,1.0109123033437877,-3.107532481604207,0.0,15.457166494920001,2.9670594869912748e-09,7.38961029801,50.0,4,1900-01-01 01:00:00
8,2,1.01,0,0,0.0,1.01,-2.044064235832806,22.441597927527848,20.338376967000002,-10.059858500915468,20.338376967000002,50.0,4,1900-01-01 01:00:00
9,3,1.0,0,0,0.0,1.0633192920849037,-2.4017106130912067,0.0,0.0,1.6914124542959706e-06,0.0,50.0,4,1900-01-01 01:00:00
10,3,1.0,0,0,0.19,1.0650404058071568,-3.7542012491917416,0.0,3.93208621362,7.358591531669845e-07,1.3558917978,50.0,4,1900-01-01 01:00:00
11,2,1.082,0,0,0.0,1.082,-0.07646938451800848,22.441597927527848,0.0,10.172998053524916,0.0,50.0,4,1900-01-01 01:00:00
12,3,1.0,0,0,0.0,1.071114412380951,-3.0163975821656894,0.0,7.592994067679999,1.180269905809439e-06,5.0845942417500005,50.0,4,1900-01-01 01:00:00
13,2,1.071,0,0,0.0,1.071,-1.4469983841847018,22.441597927527848,0.0,0.21984471231860192,0.0,50.0,4,1900-01-01 01:00:00
14,3,1.0,0,0,0.0,1.0616510515237185,-3.6480487779409203,0.0,4.20326457318,2.1907727076886374e-07,1.08471343824,50.0,4,1900-01-01 01:00:00
15,3,1.0,0,0,0.0,1.0586349858739372,-3.7612905187866468,0.0,5.559156370979999,5.108728060587708e-07,1.69486474725,50.0,4,1900-01-01 01:00:00
16,3,1.0,0,0,0.0,1.063302250914837,-3.506940094965552,0.0,2.37281064615,2.0288263979928445e-07,1.22030261802,50.0,4,1900-01-01 01:00:00
17,3,1.0,0,0,0.0,1.0612340523513906,-3.816407297051479,0.0,6.1015130901,1.194899810208483e-07,3.93208621362,50.0,4,1900-01-01 01:00:00
18,3,1.0,0,0,0.0,1.052862515002416,-4.209892896404504,0.0,2.16942687648,1.0515534054622577e-07,0.61015130901,50.0,4,1900-01-01 01:00:00
19,3,1.0,0,0,0.0,1.0515184866162053,-4.351913857450236,0.0,6.4404860395500005,1.7228766546750762e-07,2.30501605626,50.0,4,1900-01-01 01:00:00
20,3,1.0,0,0,0.0,1.054380388223529,-4.240721526127657,0.0,1.4914809775800002,1.2472728955215118e-07,0.47456212922999996,50.0,4,1900-01-01 01:00:00
21,3,1.0,0,0,0.0,1.056825749741848,-4.078199909040024,0.0,11.86405323075,3.215700301595348e-07,7.592994067679999,50.0,4,1900-01-01 01:00:00
22,3,1.0,0,0,0.0,1.0571720601710661,-4.080587733058543,0.0,0.0,6.906749091463718e-08,0.0,50.0,4,1900-01-01 01:00:00
23,3,1.0,0,0,0.0,1.052130236556526,-4.161346828672686,0.0,2.16942687648,7.857556449941683e-08,1.08471343824,50.0,4,1900-01-01 01:00:00
24,3,1.0,0,0,0.043,1.049061176954661,-4.4722359873079975,0.0,5.89812932043,2.66015464767122e-07,4.54223752263,50.0,4,1900-01-01 01:00:00
25,3,1.0,0,0,0.0,1.0410061199499485,-4.565361492558057,0.0,0.0,2.2811821857705098e-08,0.0,50.0,4,1900-01-01 01:00:00
26,3,1.0,0,0,0.0,1.0293742214870063,-4.835370991613826,0.0,2.37281064615,2.52008836021389e-08,1.5592755674699998,50.0,4,1900-01-01 01:00:00
27,3,1.0,0,0,0.0,1.0417451461326328,-4.461843201721364,0.0,0.0,-5.248732053188406e-09,0.0,50.0,4,1900-01-01 01:00:00
28,3,1.0,0,0,0.0,1.0165344644594076,-2.423820905865395,0.0,0.0,5.2365701377613457e-08,0.0,50.0,4,1900-01-01 01:00:00
29,3,1.0,0,0,0.0,1.0287769686148593,-5.260797079095335,0.0,1.62707015736,5.933021574033859e-08,0.61015130901,50.0,4,1900-01-01 01:00:00
30,3,1.0,0,0,0.0,1.0212658579570588,-5.827941237054059,0.0,7.18622652834,1.3441576829364976e-07,1.28809720791,50.0,4,1900-01-01 01:00:00
1,1,1.06,0,0,0.0,1.06,0.0,49.999747446687444,0.0,28.00424801006034,0.0,50.0,5,1900-01-01 01:15:00
2,2,1.043,0,0,0.0,1.043,-0.7147160371172476,44.788311273641874,14.68841911061,4.220348658162363,8.59644805091,50.0,5,1900-01-01 01:15:00
3,3,1.0,0,0,0.0,1.032474751249662,-1.533981961676719,0.0,1.62452561592,3.461765918366666e-08,0.81226280796,50.0,5,1900-01-01 01:15:00
4,3,1.0,0,0,0.0,1.0252337393013309,-1.8342746678654027,0.0,5.14433111708,2.0522687993462796e-08,1.08301707728,50.0,5,1900-01-01 01:15:00
5,2,1.01,0,0,0.0,1.01,-3.5142920643768654,29.858874182427922,63.762630424860006,1.7032911229548944,12.8608277927,50.0,5,1900-01-01 01:15:00
6,3,1.0,0,0,0.0,1.0199104634280889,-2.2006345204169273,0.0,0.0,9.694803673050185e-08,0.0,50.0,5,1900-01-01 01:15:00
7,3,1.0,0,0,0.0,1.010927949132066,-3.104803458059985,0.0,15.432993351240002,2.9583366867314e-09,7.3780538389700006,50.0,5,1900-01-01 01:15:00
8,2,1.01,0,0,0.0,1.01,-2.042822989782892,22.394155636820937,20.306570199000003,-10.12023691320654,20.306570199000003,50.0,5,1900-01-01 01:15:00
9,3,1.0,0,0,0.0,1.063346870185415,-2.401167723295791,0.0,0.0,1.687924687867905e-06,0.0,50.0,5,1900-01-01 01:15:00
10,3,1.0,0,0,0.19,1.06508843355328,-3.7513345595255263,0.0,3.92593690514,7.343881653909534e-07,1.3537713466,50.0,5,1900-01-01 01:15:00
11,2,1.082,0,0,0.0,1.082,-0.08090503548912868,22.394155636820937,0.0,10.156715992088078,0.0,50.0,5,1900-01-01 01:15:00
12,3,1.0,0,0,0.0,1.0711406554294787,-3.014703416670948,0.0,7.58111954096,1.1800239105852484e-06,5.076642549750001,50.0,5,1900-01-01 01:15:00
13,2,1.071,0,0,0.0,1.071,-1.4486611872806738,22.394155636820937,0.0,0.19846282797942777,0.0,50.0,5,1900-01-01 01:15:00
14,3,1.0,0,0,0.0,1.0616944055051107,-3.6453190251480354,0.0,4.196691174460001,2.1865075394700284e-07,1.08301707728,50.0,5,1900-01-01 01:15:00
15,3,1.0,0,0,0.0,1.0586849914496692,-3.7584063264979877,0.0,5.55046252106,5.097087423244773e-07,1.6922141832500002,50.0,5,1900-01-01 01:15:00
16,3,1.0,0,0,0.0,1.0633462732093781,-3.5044852524628842,0.0,2.36909985655,2.0239321663062526e-07,1.2183942119400002,50.0,5,1900-01-01 01:15:00
17,3,1.0,0,0,0.0,1.0612861036304655,-3.813430577006004,0.0,6.0919710597000005,1.1927022658397846e-07,3.92593690514,50.0,5,1900-01-01 01:15:00
18,3,1.0,0,0,0.0,1.052924943108271,-4.2062635273506155,0.0,2.16603415456,1.0495966762391618e-07,0.6091971059700001,50.0,5,1900-01-01 01:15:00
19,3,1.0,0,0,0.0,1.0515848670277943,-4.348047749245036,0.0,6.43041389635,1.720582538666804e-07,2.3014112892200003,50.0,5,1900-01-01 01:15:00
20,3,1.0,0,0,0.0,1.0544430375873224,-4.237044566351368,0.0,1.4891484812600002,1.2448813735410624e-07,0.47381997131,50.0,5,1900-01-01 01:15:00
21,3,1.0,0,0,0.0,1.0568872215409895,-4.074805066377545,0.0,11.845499282750001,3.2098955671244767e-07,7.58111954096,50.0,5,1900-01-01 01:15:00
