BusID,Type,V_init,Angle_init,G_shunt_pu,B_shunt_pu,V_final_pu,Angle_final_deg,Pg_final_MW,Pd_final_MW,Qg_final_MVAR,Qd_final_MVAR,time,time_step,datetime
28,3,1.0,0,0,0.0,1.0134041874450395,-7.718551024684038,0.0,0.0,1.4177637800380946e-07,0.0,00:00,0,1900-01-01 00:00:00
29,3,1.0,0,0,0.0,1.0266307457243666,-11.175752156813536,0.0,1.69894119696,1.1184490544824399e-07,0.63710294886,00:00,0,1900-01-01 00:00:00
30,3,1.0,0,0,0.0,1.018764497972565,-11.770627963597132,0.0,7.503656953239999,2.491923436487298e-07,1.344995114260004,00:00,0,1900-01-01 00:00:00
1,1,1.06,0,0,0.0,1.06,0.0,157.13351735896,0.0,0.41187354941903465,0.0,00:15,1,1900-01-01 00:15:00
2,2,1.043,0,0,0.0,1.043,-3.2034175581707296,40.0,15.09455655148,21.378639042642646,8.834141391880003,00:15,1,1900-01-01 00:15:00
3,3,1.0,0,0,0.0,1.0280397500841425,-4.864650733798416,0.0,1.6694440425600001,3.8094242116315513e-07,0.8347220212800001,00:15,1,1900-01-01 00:15:00
4,3,1.0,0,0,0.0,1.0197823225260452,-5.972893319904308,0.0,5.28657280144,8.372500353015511e-07,1.1129626950400002,00:15,1,1900-01-01 00:15:00
5,2,1.01,0,0,0.0,1.01,-9.143866540832558,0.0,65.52567867048,14.548391091582406,13.216432003599996,00:15,1,1900-01-01 00:15:00
6,3,1.0,0,0,0.0,1.0162854641088486,-7.134239534084854,0.0,0.0,6.00436292360352e-07,0.0,00:15,1,1900-01-01 00:15:00
7,3,1.0,0,0,0.0,1.008697891778284,-8.330801438881686,0.0,15.85971840432,4.7610768660888425e-09,7.582058359960002,00:15,1,1900-01-01 00:15:00
8,2,1.01,0,0,0.0,1.01,-7.550021290426886,0.0,20.868050532,7.304305711354857,20.868050532000005,00:15,1,1900-01-01 00:15:00
9,3,1.0,0,0,0.0,1.0608510838706355,-9.237058478508263,0.0,0.0,1.8035963886776175e-06,0.0,00:15,1,1900-01-01 00:15:00
10,3,1.0,0,0,0.19,1.0617064206182365,-10.325317574774152,0.0,4.03448976952,8.330219680718898e-07,1.3912033688000018,00:15,1,1900-01-01 00:15:00
11,2,1.082,0,0,0.0,1.082,-9.237058478508262,0.0,0.0,11.001503486525213,0.0,00:15,1,1900-01-01 00:15:00
12,3,1.0,0,0,0.0,1.067606570883245,-9.794698435730645,0.0,7.79073886528,2.4365918820379306e-06,5.217012633000002,00:15,1,1900-01-01 00:15:00
13,2,1.071,0,0,0.0,1.071,-9.794698435730647,0.0,0.0,2.5959732743175175,0.0,00:15,1,1900-01-01 00:15:00
14,3,1.0,0,0,0.0,1.0578318178265318,-10.401367323241251,0.0,4.31273044328,2.9109929178261496e-07,1.1129626950400022,00:15,1,1900-01-01 00:15:00
15,3,1.0,0,0,0.0,1.0550278705195089,-10.47246573518607,0.0,5.70393381208,4.967332354333109e-07,1.7390042109999997,00:15,1,1900-01-01 00:15:00
16,3,1.0,0,0,0.0,1.0598846396231376,-10.202672778227198,0.0,2.4346058954000003,1.4233107248351473e-07,1.2520830319200003,00:15,1,1900-01-01 00:15:00
17,3,1.0,0,0,0.0,1.0577265932325646,-10.430871321151685,0.0,6.2604151596,1.885537823653749e-07,4.03448976952,00:15,1,1900-01-01 00:15:00
18,3,1.0,0,0,0.0,1.0491233714803032,-10.886742640787983,0.0,2.22592539008,1.1306257030607725e-07,0.62604151596,00:15,1,1900-01-01 00:15:00
19,3,1.0,0,0,0.0,1.0477596973477306,-11.004158439405815,0.0,6.608216001800001,2.3749522526372857e-07,2.36504572696,00:15,1,1900-01-01 00:15:00
20,3,1.0,0,0,0.0,1.050718686363602,-10.873808436589368,0.0,1.53032370568,2.0478857892802793e-07,0.4869211790799996,00:15,1,1900-01-01 00:15:00
21,3,1.0,0,0,0.0,1.0532868557055584,-10.627978831268782,0.0,12.173029477,4.1909890580171805e-07,7.790738865280002,00:15,1,1900-01-01 00:15:00
22,3,1.0,0,0,0.0,1.0536585370859046,-10.62021361335085,0.0,0.0,6.869413902599459e-08,0.0,00:15,1,1900-01-01 00:15:00
23,3,1.0,0,0,0.0,1.0486087428498378,-10.75014419118693,0.0,2.22592539008,7.762050091564276e-08,1.11296269504,00:15,1,1900-01-01 00:15:00
24,3,1.0,0,0,0.043,1.045770853287527,-10.888732975798614,0.0,6.05173465428,4.181391144442159e-07,4.660531285479999,00:15,1,1900-01-01 00:15:00
25,3,1.0,0,0,0.0,1.0392125893221231,-10.521768609074506,0.0,0.0,1.2344492646955372e-07,0.0,00:15,1,1900-01-01 00:15:00
26,3,1.0,0,0,0.0,1.0272527572184529,-10.799861315162776,0.0,2.4346058954000003,4.3262509130670423e-08,1.5998838741199994,00:15,1,1900-01-01 00:15:00
27,3,1.0,0,0,0.0,1.0408810617555313,-10.124355374028976,0.0,0.0,-1.3762181052116955e-08,0.0,00:15,1,1900-01-01 00:15:00
28,3,1.0,0,0,0.0,1.0136619946283902,-7.5547071074840035,0.0,0.0,1.3566567084189878e-07,0.0,00:15,1,1900-01-01 00:15:00
29,3,1.0,0,0,0.0,1.0275513351887644,-10.945768671687112,0.0,1.6694440425600001,1.069294420785738e-07,0.62604151596,00:15,1,1900-01-01 00:15:00
30,3,1.0,0,0,0.0,1.0198314108496556,-11.529187717194276,0.0,7.37337785464,2.416564071072713e-07,1.3216432003600043,00:15,1,1900-01-01 00:15:00
1,1,1.06,0,0,0.0,1.06,0.0,153.41571311894003,0.0,1.2317224581974173,0.0,00:30,2,1900-01-01 00:30:00
2,2,1.043,0,0,0.0,1.043,-3.113055089015757,40.0,14.80988346747,20.314459697860546,8.667535485570003,00:30,2,1900-01-01 00:30:00
3,3,1.0,0,0,0.0,1.0283155209232078,-4.751750193699853,0.0,1.63795946184,3.420134379039652e-07,0.81897973092,00:30,2,1900-01-01 00:30:00
4,3,1.0,0,0,0.0,1.0200954275873446,-5.832948893381248,0.0,5.18687162916,7.912323722880643e-07,1.0919729745600002,00:30,2,1900-01-01 00:30:00
5,2,1.01,0,0,0.0,1.01,-8.931318961248872,0.0,64.28990887722,13.629588727975767,12.967179072899995,00:30,2,1900-01-01 00:30:00
6,3,1.0,0,0,0.0,1.016524645262702,-6.9682453047584625,0.0,0.0,5.712900229953347e-07,0.0,00:30,2,1900-01-01 00:30:00
7,3,1.0,0,0,0.0,1.008955071704408,-8.139120056940431,0.0,15.56061488748,4.399837827406827e-09,7.439065889190002,00:30,2,1900-01-01 00:30:00
8,2,1.01,0,0,0.0,1.01,-7.370143099520937,0.0,20.474493273,6.080731957895564,20.474493273000004,00:30,2,1900-01-01 00:30:00
9,3,1.0,0,0,0.0,1.0612525022717705,-9.03145246793027,0.0,0.0,1.757388427328964e-06,0.0,00:30,2,1900-01-01 00:30:00
10,3,1.0,0,0,0.19,1.062382179967842,-10.098789974273599,0.0,3.9584020327799996,8.091170973223427e-07,1.3649662182000015,00:30,2,1900-01-01 00:30:00
11,2,1.082,0,0,0.0,1.082,-9.031452467930269,0.0,0.0,10.792688722088744,0.0,00:30,2,1900-01-01 00:30:00
12,3,1.0,0,0,0.0,1.0680280034970715,-9.57768486761569,0.0,7.643810821919999,2.380873556973029e-06,5.118623318250002,00:30,2,1900-01-01 00:30:00
13,2,1.071,0,0,0.0,1.071,-9.577684867615691,0.0,0.0,2.27357732474034,0.0,00:30,2,1900-01-01 00:30:00
14,3,1.0,0,0,0.0,1.0584658352257068,-10.172414429090503,0.0,4.23139527642,2.8135734808643065e-07,1.091972974560002,00:30,2,1900-01-01 00:30:00
15,3,1.0,0,0,0.0,1.0557364522012,-10.242634853490717,0.0,5.596361494619999,4.797374391074527e-07,1.7062077727499994,00:30,2,1900-01-01 00:30:00
16,3,1.0,0,0,0.0,1.0605163403749829,-9.978287512679211,0.0,2.38869088185,1.379027450010284e-07,1.2284695963800003,00:30,2,1900-01-01 00:30:00
17,3,1.0,0,0,0.0,1.058455464940883,-10.20202360514218,0.0,6.1423479818999995,1.8223643616366303e-07,3.95840203278,00:30,2,1900-01-01 00:30:00
18,3,1.0,0,0,0.0,1.0499837962884784,-10.648627890289008,0.0,2.18394594912,1.0975127107126781e-07,0.61423479819,00:30,2,1900-01-01 00:30:00
19,3,1.0,0,0,0.0,1.0486677394480486,-10.763718869524949,0.0,6.48358953645,2.3132092374922308e-07,2.32044257094,00:30,2,1900-01-01 00:30:00
20,3,1.0,0,0,0.0,1.0515792679443638,-10.63608913086453,0.0,1.50146284002,1.9782093158005054e-07,0.4777381763699996,00:30,2,1900-01-01 00:30:00
21,3,1.0,0,0,0.0,1.0541295259962842,-10.395662944989613,0.0,11.94345440925,4.064757179733647e-07,7.643810821920002,00:30,2,1900-01-01 00:30:00
22,3,1.0,0,0,0.0,1.0544942617587862,-10.388167697673346,0.0,0.0,6.627967681027051e-08,0.0,00:30,2,1900-01-01 00:30:00
23,3,1.0,0,0,0.0,1.0494872197929295,-10.51564795452838,0.0,2.18394594912,7.508005439582632e-08,1.09197297456,00:30,2,1900-01-01 00:30:00
24,3,1.0,0,0,0.043,1.0467631668279498,-10.652685648727973,0.0,5.93760304917,4.0917445964794297e-07,4.57263683097,00:30,2,1900-01-01 00:30:00
25,3,1.0,0,0,0.0,1.0401017446816148,-10.288271734680226,0.0,0.0,1.1673079210274553e-07,0.0,00:30,2,1900-01-01 00:30:00
26,3,1.0,0,0,0.0,1.028380585114549,-10.56058752912228,0.0,2.38869088185,4.18259720191827e-08,1.5697111509299992,00:30,2,1900-01-01 00:30:00
27,3,1.0,0,0,0.0,1.0415892526032697,-9.89612964759727,0.0,0.0,-1.6027041941490354e-08,0.0,00:30,2,1900-01-01 00:30:00
28,3,1.0,0,0,0.0,1.0139354618164849,-7.3800899798884005,0.0,0.0,1.293742691502089e-07,0.0,00:30,2,1900-01-01 00:30:00
29,3,1.0,0,0,0.0,1.028529177144991,-10.700743082444552,0.0,1.63795946184,1.0195947675040173e-07,0.61423479819,00:30,2,1900-01-01 00:30:00
30,3,1.0,0,0,0.0,1.0209649865419075,-11.271986569298297,0.0,7.2343209564599995,2.33769310353793e-07,1.2967179072900041,00:30,2,1900-01-01 00:30:00
1,1,1.06,0,0,0.0,1.06,0.0,152.58642622518002,0.0,1.4155690819503732,0.0,00:45,3,1900-01-01 00:45:00
2,2,1.043,0,0,0.0,1.043,-3.0929217260552124,40.0,14.74638478859,20.078714835243233,8.630372664290004,00:45,3,1900-01-01 00:45:00
3,3,1.0,0,0,0.0,1.028376601002603,-4.7265883305374725,0.0,1.63093656648,3.3390327469629e-07,0.81546828324,00:45,3,1900-01-01 00:45:00
4,3,1.0,0,0,0.0,1.0201649010351517,-5.801762051076319,0.0,5.16463246052,7.81331551236164e-07,1.0872910443200001,00:45,3,1900-01-01 00:45:00
5,2,1.01,0,0,0.0,1.01,-8.8839498279465,0.0,64.01426023434,13.42514441791899,12.911581151299995,00:45,3,1900-01-01 00:45:00
6,3,1.0,0,0,0.0,1.016577762607106,-6.931254648792716,0.0,0.0,5.650011153947033e-07,0.0,00:45,3,1900-01-01 00:45:00
7,3,1.0,0,0,0.0,1.0090122662980294,-8.096403430422697,0.0,15.49389738156,4.32205204958791e-09,7.407170239430002,00:45,3,1900-01-01 00:45:00
8,2,1.01,0,0,0.0,1.01,-7.330060631034216,0.0,20.386707081,5.808508657874263,20.386707081000004,00:45,3,1900-01-01 00:45:00
9,3,1.0,0,0,0.0,1.061341747259734,-8.985636034019079,0.0,0.0,1.7473291057965648e-06,0.0,00:45,3,1900-01-01 00:45:00
10,3,1.0,0,0,0.19,1.0625324926598787,-10.048314397141748,0.0,3.94143003566,8.039042074248215e-07,1.3591138054000016,00:45,3,1900-01-01 00:45:00
11,2,1.082,0,0,0.0,1.082,-8.98563603401908,0.0,0.0,10.746264165849935,0.0,00:45,3,1900-01-01 00:45:00
12,3,1.0,0,0,0.0,1.0681216740892319,-9.529329087478246,0.0,7.6110373102399995,2.368814679520881e-06,5.096676770250002,00:45,3,1900-01-01 00:45:00
13,2,1.071,0,0,0.0,1.071,-9.529329087478244,0.0,0.0,2.2019193217375044,0.0,00:45,3,1900-01-01 00:45:00
14,3,1.0,0,0,0.0,1.0586068649544516,-10.121399288578843,0.0,4.21325279674,2.792336892820657e-07,1.0872910443200021,00:45,3,1900-01-01 00:45:00
15,3,1.0,0,0,0.0,1.0558940849116365,-10.191424094764935,0.0,5.57236660214,4.760421710159335e-07,1.6988922567499996,00:45,3,1900-01-01 00:45:00
16,3,1.0,0,0,0.0,1.0606568541658141,-9.928289277474976,0.0,2.37844915945,1.3694041767209342e-07,1.2232024248600002,00:45,3,1900-01-01 00:45:00
17,3,1.0,0,0,0.0,1.0586176192956191,-10.151031525571398,0.0,6.1160121243,1.8086180642029603e-07,3.9414300356600003,00:45,3,1900-01-01 00:45:00
18,3,1.0,0,0,0.0,1.0501752527056512,-10.595572895703965,0.0,2.1745820886400002,1.0902921987465675e-07,0.6116012124300001,00:45,3,1900-01-01 00:45:00
19,3,1.0,0,0,0.0,1.0488698023664202,-10.710146394748516,0.0,6.45579057565,2.299702526187275e-07,2.31049346918,00:45,3,1900-01-01 00:45:00
20,3,1.0,0,0,0.0,1.05177075577596,-10.583122061563136,0.0,1.4950251859400001,1.962995185289529e-07,0.47568983188999964,00:45,3,1900-01-01 00:45:00
21,3,1.0,0,0,0.0,1.0543170206638937,-10.343898809401063,0.0,11.89224579725,4.037271628121175e-07,7.611037310240001,00:45,3,1900-01-01 00:45:00
22,3,1.0,0,0,0.0,1.054680206481539,-10.336463685749472,0.0,0.0,6.575327211308618e-08,0.0,00:45,3,1900-01-01 00:45:00
23,3,1.0,0,0,0.0,1.0496826860939763,-10.463398711538538,0.0,2.1745820886400002,7.453059347461988e-08,1.0872910443200001,00:45,3,1900-01-01 00:45:00
24,3,1.0,0,0,0.043,1.0469839711025954,-10.600091355981174,0.0,5.91214505349,4.072435926261164e-07,4.55303124809,00:45,3,1900-01-01 00:45:00
25,3,1.0,0,0,0.0,1.0402995023759565,-10.236245559990962,0.0,0.0,1.1527981944303492e-07,0.0,00:45,3,1900-01-01 00:45:00
26,3,1.0,0,0,0.0,1.028631500403355,-10.507276093497167,0.0,2.37844915945,4.151272792185523e-08,1.5629808762099993,00:45,3,1900-01-01 00:45:00
27,3,1.0,0,0,0.0,1.041746664176081,-9.845277176427908,0.0,0.0,-1.649883327015258e-08,0.0,00:45,3,1900-01-01 00:45:00
28,3,1.0,0,0,0.0,1.0139962210703077,-7.3411774181601945,0.0,0.0,1.2800246853477207e-07,0.0,00:45,3,1900-01-01 00:45:00
29,3,1.0,0,0,0.0,1.028746624219997,-10.646151513685169,0.0,1.63093656648,1.0088775093120006e-07,0.61160121243,00:45,3,1900-01-01 00:45:00
30,3,1.0,0,0,0.0,1.021217108619206,-11.214686559811982,0.0,7.20330316862,2.3203303345376014e-07,1.291158115130004,00:45,3,1900-01-01 00:45:00
1,1,1.06,0,0,0.0,1.06,0.0,152.12986774826004,0.0,1.5169357302951028,0.0,01:00,4,1900-01-01 01:00:00
2,2,1.043,0,0,0.0,1.043,-3.081840961795333,40.0,14.711426006129999,19.949180134339862,8.609912916030003,01:00,4,1900-01-01 01:00:00
3,3,1.0,0,0,0.0,1.0284101609992915,-4.712738969654585,0.0,1.62707015736,3.295221117083358e-07,0.81353507868,01:00,4,1900-01-01 01:00:00
4,3,1.0,0,0,0.0,1.0202030921519392,-5.784596821794124,0.0,5.15238883164,7.759384006433834e-07,1.08471343824,01:00,4,1900-01-01 01:00:00
5,2,1.01,0,0,0.0,1.01,-8.85787747573938,0.0,63.86250367638,13.312666982113978,12.880972079099996,01:00,4,1900-01-01 01:00:00
6,3,1.0,0,0,0.0,1.0166069696746647,-6.910895223908382,0.0,0.0,5.615656167537129e-07,0.0,01:00,4,1900-01-01 01:00:00
7,3,1.0,0,0,0.0,1.0090437277678042,-8.072892193744732,0.0,15.457166494920001,4.280694021474574e-09,7.389610298010002,01:00,4,1900-01-01 01:00:00
8,2,1.01,0,0,0.0,1.01,-7.307999823424469,0.0,20.338376967000002,5.658747370123486,20.338376967000006,01:00,4,1900-01-01 01:00:00
9,3,1.0,0,0,0.0,1.0613908347525332,-8.960419177297887,0.0,0.0,1.7418285338228146e-06,0.0,01:00,4,1900-01-01 01:00:00
10,3,1.0,0,0,0.19,1.0626151809784359,-10.020533655783733,0.0,3.93208621362,8.010524183976742e-07,1.3558917978000016,01:00,4,1900-01-01 01:00:00
11,2,1.082,0,0,0.0,1.082,-8.960419177297888,0.0,0.0,10.720729229691846,0.0,01:00,4,1900-01-01 01:00:00
12,3,1.0,0,0,0.0,1.068173192055416,-9.502715015501536,0.0,7.592994067679999,2.3622325002747857e-06,5.084594241750001,01:00,4,1900-01-01 01:00:00
13,2,1.071,0,0,0.0,1.071,-9.502715015501536,0.0,0.0,2.162508077606742,0.0,01:00,4,1900-01-01 01:00:00
14,3,1.0,0,0,0.0,1.058684446931182,-10.09332171301486,0.0,4.20326457318,2.780720038675355e-07,1.084713438240002,01:00,4,1900-01-01 01:00:00
15,3,1.0,0,0,0.0,1.0559808030227427,-10.163238857741458,0.0,5.559156370979999,4.740214567533485e-07,1.6948647472499994,01:00,4,1900-01-01 01:00:00
16,3,1.0,0,0,0.0,1.0607341522200415,-9.900771251801299,0.0,2.37281064615,1.364143791260375e-07,1.22030261802,01:00,4,1900-01-01 01:00:00
17,3,1.0,0,0,0.0,1.058706826113522,-10.122966584854685,0.0,6.1015130901,1.8011000557649481e-07,3.9320862136200003,01:00,4,1900-01-01 01:00:00
18,3,1.0,0,0,0.0,1.0502805850782344,-10.566372877179818,0.0,2.16942687648,1.086346389511661e-07,0.61015130901,01:00,4,1900-01-01 01:00:00
19,3,1.0,0,0,0.0,1.0489809717632401,-10.680661650009828,0.0,6.4404860395500005,2.2923018727638578e-07,2.3050160562600004,01:00,4,1900-01-01 01:00:00
20,3,1.0,0,0,0.0,1.0518761048915983,-10.553970406297783,0.0,1.4914809775800002,1.9546667812120333e-07,0.47456212922999963,01:00,4,1900-01-01 01:00:00
21,3,1.0,0,0,0.0,1.054420171695084,-10.315409058353072,0.0,11.86405323075,4.0222102981601893e-07,7.592994067680002,01:00,4,1900-01-01 01:00:00
22,3,1.0,0,0,0.0,1.0547825040974435,-10.308007020564474,0.0,0.0,6.546656761413015e-08,0.0,01:00,4,1900-01-01 01:00:00
23,3,1.0,0,0,0.0,1.0497902234798544,-10.434642079051129,0.0,2.16942687648,7.423049397381476e-08,1.08471343824,01:00,4,1900-01-01 01:00:00
24,3,1.0,0,0,0.043,1.0471054497373051,-10.571144903568612,0.0,5.89812932043,4.0619124863638945e-07,4.54223752263,01:00,4,1900-01-01 01:00:00
25,3,1.0,0,0,0.0,1.0404082872425173,-10.207611759985683,0.0,0.0,1.1448835422452911e-07,0.0,01:00,4,1900-01-01 01:00:00
26,3,1.0,0,0,0.0,1.0287695383920328,-10.477935216835792,0.0,2.37281064615,4.134143050116279e-08,1.5592755674699992,01:00,4,1900-01-01 01:00:00
27,3,1.0,0,0,0.0,1.0418332397741683,-9.817289230558155,0.0,0.0,-1.6753693509531376e-08,0.0,01:00,4,1900-01-01 01:00:00
28,3,1.0,0,0,0.0,1.014029634437447,-7.319760133584583,0.0,0.0,1.272522449186229e-07,0.0,01:00,4,1900-01-01 01:00:00
29,3,1.0,0,0,0.0,1.0288662345526478,-10.616106309836916,0.0,1.62707015736,1.0030351660361703e-07,0.6101513090099999,01:00,4,1900-01-01 01:00:00
30,3,1.0,0,0,0.0,1.0213557993335611,-11.183151390306785,0.0,7.18622652834,2.3108076518951748e-07,1.2880972079100041,01:00,4,1900-01-01 01:00:00
1,1,1.06,0,0,0.0,1.06,0.0,151.82939981322002,0.0,1.583705133883214,0.0,01:15,5,1900-01-01 01:15:00
2,2,1.043,0,0,0.0,1.043,-3.074549910912893,40.0,14.68841911061,19.864029414591613,8.596448050910004,01:15,5,1900-01-01 01:15:00
3,3,1.0,0,0,0.0,1.028432221298285,-4.7036257906932715,0.0,1.62452561592,3.2667364113780906e-07,0.81226280796,01:15,5,1900-01-01 01:15:00
4,3,1.0,0,0,0.0,1.0202282042124176,-5.773301863276281,0.0,5.14433111708,7.724079380544424e-07,1.0830170772800003,01:15,5,1900-01-01 01:15:00
5,2,1.01,0,0,0.0,1.01,-8.840721354687789,0.0,63.762630424860006,13.238674127906643,12.860827792699997,01:15,5,1900-01-01 01:15:00
6,3,1.0,0,0,0.0,1.0166261772119267,-6.897498526356752,0.0,0.0,5.593229044759562e-07,0.0,01:15,5,1900-01-01 01:15:00
7,3,1.0,0,0,0.0,1.0090644227155177,-8.05742146791828,0.0,15.432993351240002,4.253322138936255e-09,7.378053838970002,01:15,5,1900-01-01 01:15:00
8,2,1.01,0,0,0.0,1.01,-7.2934837280496465,0.0,20.306570199000003,5.560229617073325,20.306570199000006,01:15,5,1900-01-01 01:15:00
9,3,1.0,0,0,0.0,1.0614231222515902,-8.943826328219929,0.0,0.0,1.738223137510489e-06,0.0,01:15,5,1900-01-01 01:15:00
10,3,1.0,0,0,0.19,1.062669574095442,-10.002253931093628,0.0,3.92593690514,7.991822663644399e-07,1.3537713466000016,01:15,5,1900-01-01 01:15:00
11,2,1.082,0,0,0.0,1.082,-8.943826328219929,0.0,0.0,10.703933521047887,0.0,01:15,5,1900-01-01 01:15:00
12,3,1.0,0,0,0.0,1.0682070767569476,-9.485202949632155,0.0,7.58111954096,2.3579233081605366e-06,5.076642549750002,01:15,5,1900-01-01 01:15:00
13,2,1.071,0,0,0.0,1.071,-9.485202949632155,0.0,0.0,2.136586280934974,0.0,01:15,5,1900-01-01 01:15:00
14,3,1.0,0,0,0.0,1.0587354811656395,-10.074846721884024,0.0,4.196691174460001,2.773104288422701e-07,1.0830170772800023,01:15,5,1900-01-01 01:15:00
15,3,1.0,0,0,0.0,1.056037848130736,-10.144693026507298,0.0,5.55046252106,4.72697298858904e-07,1.6922141832499997,01:15,5,1900-01-01 01:15:00
16,3,1.0,0,0,0.0,1.0607849996485372,-9.882664392490893,0.0,2.36909985655,1.3606963933376903e-07,1.2183942119400002,01:15,5,1900-01-01 01:15:00
17,3,1.0,0,0,0.0,1.058765508822914,-10.1044998853207,0.0,6.0919710597000005,1.796168982437507e-07,3.9259369051400004,01:15,5,1900-01-01 01:15:00
18,3,1.0,0,0,0.0,1.0503498777383957,-10.547159416159333,0.0,2.16603415456,1.0837583885869861e-07,0.6091971059700001,01:15,5,1900-01-01 01:15:00
19,3,1.0,0,0,0.0,1.0490541049598305,-10.661260871883968,0.0,6.43041389635,2.287463320982397e-07,2.3014112892200003,01:15,5,1900-01-01 01:15:00
20,3,1.0,0,0,0.0,1.0519454083569406,-10.534788757087043,0.0,1.4891484812600002,1.9492015507216465e-07,0.47381997130999964,01:15,5,1900-01-01 01:15:00
21,3,1.0,0,0,0.0,1.0544880286944962,-10.29666287771103,0.0,11.845499282750001,4.012345664605732e-07,7.581119540960002,01:15,5,1900-01-01 01:15:00
22,3,1.0,0,0,0.0,1.0548497994116042,-10.28928260848178,0.0,0.0,6.527823238472122e-08,0.0,01:15,5,1900-01-01 01:15:00
